serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DANN5HIWH,2016-09-20T00:00:00.000,MEDITERRANEAN DELIGHT DOWNTOWN,96,A,1,ROUTINE INSPECTION,EE0000721,726 S HILL ST,LOS ANGELES,FA0173808,CA,90014,OW0180564,VIGEN AGAJANYAN,RESTAURANT (31-60) SEATS HIGH RISK,1635,MEDITERRANEAN DELIGHT DOWNTOWN,ACTIVE,PR0166615
DAXJYSP4E,2015-10-13T00:00:00.000,THE KOBBLER KING,88,B,1,ROUTINE INSPECTION,EE0000176,3622 W JEFFERSON BLVD,LOS ANGELES,FA0051514,CA,90016,OW0023908,"MC MILLIAN, BRIAN",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE KOBBLER KING,ACTIVE,PR0007980
DATTRVQJE,2015-11-17T00:00:00.000,MEDTOWN MARKET,97,A,1,ROUTINE INSPECTION,EE0000853,5956 W OLYMPIC BLVD,LOS ANGELES,FA0066759,CA,90036,OW0023038,"MALEKAN, ESHAGH","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,MEDTOWN MARKET,INACTIVE,PR0027445
DA2LRAXPK,2018-01-17T00:00:00.000,TOKYO FAST FOOD,96,A,1,ROUTINE INSPECTION,EE0001075,11921 SANTA MONICA BLVD,LOS ANGELES,FA0038008,CA,90025,OW0039484,YANAI NAOTSUGU,RESTAURANT (0-30) SEATS HIGH RISK,1632,TOKYO FAST FOOD,ACTIVE,PR0018124
DA3P6ASWE,2018-05-08T00:00:00.000,SQUARE ONE SILVERLAKE,92,A,1,ROUTINE INSPECTION,EE0000923,2630 HYPERION AVE 101,LOS ANGELES,FA0160505,CA,90039,OW0125467,FOUR SQUARE TAVERN LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SQUARE ONE SILVERLAKE,ACTIVE,PR0148593
DAQ2QZAKH,2016-02-12T00:00:00.000,SINALOA EXPRESS,94,A,1,ROUTINE INSPECTION,EE0000740,5373 ALHAMBRA AVE,LOS ANGELES,FA0138689,CA,90032,OW0102013,"LOPEZ-MURILLO, JESUS A",RESTAURANT (0-30) SEATS HIGH RISK,1632,SINALOA EXPRESS,INACTIVE,PR0123047
DAOLPEXOV,2017-12-01T00:00:00.000,ALEX BURGERS,93,A,1,ROUTINE INSPECTION,EE0001049,4767 E OLYMPIC BLVD,LOS ANGELES,FA0005299,CA,90022,OW0002708,"ANDREWS,ALEX DBA",RESTAURANT (0-30) SEATS HIGH RISK,1632,ALEX BURGERS,ACTIVE,PR0019375
DASYYYCL8,2017-05-26T00:00:00.000,OHM NIGHT CLUB,90,A,1,ROUTINE INSPECTION,EE0000835,6801 HOLLYWOOD BLVD # 433,LOS ANGELES,FA0160148,CA,90028,OW0125130,"CREATIVE ENTERTAINMENT CONCEPTS, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,1641,OHM NIGHT CLUB,ACTIVE,PR0148231
DAA2QRWBC,2017-02-23T00:00:00.000,T J MAXX HOME GOODS #856,95,A,1,ROUTINE INSPECTION,EE0000733,8621 S SEPULVEDA BLVD,LOS ANGELES,FA0071621,CA,90046,OW0036006,"T.J. MAXX OF CA, LLC","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,T J MAXX HOME GOODS #856,ACTIVE,PR0043698
DA7W6EQWN,2016-03-07T00:00:00.000,DUBLINS IRISH WHIKEY PUB,92,A,1,ROUTINE INSPECTION,EE0000720,815 W 7TH ST,LOS ANGELES,FA0061169,CA,90017,OW0006687,CELTIC PUBS LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,DUBLINS IRISH WHIKEY PUB,INACTIVE,PR0044928
DA2Y21JNY,2016-12-06T00:00:00.000,"GUERO'S COCINA MEXICANA, INC.",91,A,1,ROUTINE INSPECTION,EE0000740,737 S LOS ANGELES ST,LOS ANGELES,FA0165640,CA,90014,OW0128883,"GUERO'S COCINA MEXICANA, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,"GUERO'S COCINA MEXICANA, INC.",ACTIVE,PR0153971
DA5LRLT6K,2017-05-30T00:00:00.000,SEAFOOD CITY,93,A,1,ROUTINE INSPECTION,EE0000162,2700 COLORADO BLVD STE #140,LOS ANGELES,FA0047985,CA,90041,OW0001478,"A&B AZUSA, INC","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,SEAFOOD CITY(MEAT & SEAFOOD),ACTIVE,PR0043249
DAAOFPRQK,2018-07-12T00:00:00.000,HAN BAT SHUL LUNG TANG,90,A,1,ROUTINE INSPECTION,EE0000869,4163 W 5TH ST,LOS ANGELES,FA0016264,CA,90020,OW0019020,KILEEM INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,HAN BAT SHUL LUNG TANG,ACTIVE,PR0035673
DAUTL2R2V,2018-01-23T00:00:00.000,STAPLES CENTER (LEVY),91,A,1,ROUTINE INSPECTION,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (0-30) SEATS HIGH RISK,1632,SKYLINE GRILL,ACTIVE,PR0029385
DAGF7JECX,2018-02-27T00:00:00.000,BAB HANKKI ONE BITE,97,A,1,ROUTINE INSPECTION,EE0000854,928 S WESTERN AVE # 139,LOS ANGELES,FA0249103,CA,90006,OW0243405,JUNG SOOK KIM,RESTAURANT (0-30) SEATS HIGH RISK,1632,BAB HANKKI ONE BITE,ACTIVE,PR0197810
DANU05ZDC,2016-03-09T00:00:00.000,MARISCOS & VIENTOS #4,98,A,1,ROUTINE INSPECTION,EE0000366,1412 S LORENA ST,LOS ANGELES,FA0038817,CA,90023,OW0009972,"DIAZ RIGUEROA, JUAN CARLOS",RESTAURANT (61-150) SEATS HIGH RISK,1638,MARISCOS & VIENTOS #4,INACTIVE,PR0002780
DADHKNG7R,2017-08-14T00:00:00.000,BASKIN ROBBINS #3119,95,A,1,ROUTINE INSPECTION,EE0000904,3516 W SUNSET BLVD,LOS ANGELES,FA0005023,CA,90026,OW0029453,"RAKSANOH, KUNTHEE",RESTAURANT (0-30) SEATS LOW RISK,1630,BASKIN ROBBINS #3119,ACTIVE,PR0011959
DANCKGJEC,2018-03-22T00:00:00.000,DON LINOS,93,A,1,ROUTINE INSPECTION,EE0001003,3525 W 3RD ST,LOS ANGELES,FA0251766,CA,90020,OW0245657,DON LINOS ENTERPRISE INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,DON LINOS,ACTIVE,PR0200949
DAYZLA1TC,2015-09-10T00:00:00.000,CALIFORNIA DONUTS,95,A,1,ROUTINE INSPECTION,EE0000884,801 S ALVARADO ST,LOS ANGELES,FA0012380,CA,90057,OW0006474,"CASTELLANOS,GUMERSINDO F DBA",RESTAURANT (0-30) SEATS MODERATE RISK,1631,CALIFORNIA DONUTS,ACTIVE,PR0023727
DA0769311,2017-01-31T00:00:00.000,BYBLOS,90,A,1,ROUTINE INSPECTION,EE0000684,1964 WESTWOOD BLVD STE #100,LOS ANGELES,FA0011492,CA,90025,OW0039141,WONDER NIGHT LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,BYBLOS,ACTIVE,PR0031038
DASGPEHPL,2015-10-28T00:00:00.000,HEAVENLY CAKE CREATIONS,98,A,1,ROUTINE INSPECTION,EE0000006,2916 W VERNON AVE,LOS ANGELES,FA0027370,CA,90008,OW0021577,"LESLEY, MOZELLA T",RESTAURANT (0-30) SEATS MODERATE RISK,1631,HEAVENLY CAKE CREATIONS,ACTIVE,PR0036984
DAJD4I40M,2016-10-28T00:00:00.000,WINCHELL'S DONUTS #9259,96,A,1,ROUTINE INSPECTION,EE0000884,1700 S WESTERN AVE,LOS ANGELES,FA0054835,CA,90006,OW0040037,YUM YUM DONUT SHOPS INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,WINCHELL'S DONUTS #9259,ACTIVE,PR0011006
DAT40HS3F,2017-10-16T00:00:00.000,TINHORN FLATS SALOON & GRILL,75,C,1,ROUTINE INSPECTION,EE0000822,1724 N HIGHLAND AVE,LOS ANGELES,FA0072610,CA,90028,OW0040017,"BARFLY, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,1641,TINHORN FLATS SALOON & GRILL,INACTIVE,PR0023703
DADKPA0SD,2017-03-16T00:00:00.000,FOURSIXFOUR,98,A,1,ROUTINE INSPECTION,EE0000721,464 S MAIN ST,LOS ANGELES,FA0045075,CA,90013,OW0001537,ABBRACCIAMI INC.,RESTAURANT (61-150) SEATS HIGH RISK,1638,FOURSIXFOUR,ACTIVE,PR0005039
DARLGSGVK,2017-02-03T00:00:00.000,MCKAY'S,96,A,1,ROUTINE INSPECTION,EE0000117,3540 S FIGUEROA ST,LOS ANGELES,FA0024479,CA,90007,OW0102411,UNIV. OF SOUTHERN CALIFORNIA,RESTAURANT (151 + ) SEATS HIGH RISK,1641,MCKAY'S,ACTIVE,PR0019192
DA5KZ97KI,2018-03-07T00:00:00.000,TACOS LA FONDA,96,A,1,ROUTINE INSPECTION,EE0000923,2135 1/2 N SAN FERNANDO RD,LOS ANGELES,FA0158667,CA,90065,OW0123719,KKJC CORPORATION,RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS LA FONDA,ACTIVE,PR0146745
DAOVYXETF,2016-06-02T00:00:00.000,GOLDEN LOTUS,90,A,1,ROUTINE INSPECTION,EE0000723,5001 WILSHIRE BLVD STE 102,LOS ANGELES,FA0026039,CA,90036,OW0007350,"CHEN, AI LIEN",RESTAURANT (31-60) SEATS HIGH RISK,1635,GOLDEN LOTUS,INACTIVE,PR0020890
DAMLAWVVC,2017-05-30T00:00:00.000,EL NUEVO GUANAKITO,90,A,1,ROUTINE INSPECTION,EE0000729,6706 S NORMANDIE AVE,LOS ANGELES,FA0061491,CA,90044,OW0015208,"HENRIQUEZ, HERNAN B.",RESTAURANT (31-60) SEATS HIGH RISK,1635,EL NUEVO GUANAKITO,ACTIVE,PR0005946
DAM0IVEV0,2016-10-19T00:00:00.000,EL SUPER,96,A,1,ROUTINE INSPECTION,EE0000162,5610 YORK BLVD,LOS ANGELES,FA0021474,CA,90042,OW0004937,BODEGA LATINA CORPORATION,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,EL SUPER-MEAT DEP,ACTIVE,PR0019270
DARXXLY1R,2018-01-17T00:00:00.000,CARL'S JR #273,98,A,1,ROUTINE INSPECTION,EE0000946,3005 W 6TH ST,LOS ANGELES,FA0013001,CA,90020,OW0006172,CARL KARCHER ENTERPRISES INC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARL'S JR #273,ACTIVE,PR0042405
DADKVQ0G3,2018-07-30T00:00:00.000,LASSEN'S HEALTH FOOD,98,A,1,ROUTINE INSPECTION,EE0000923,1631 W SUNSET BLVD,LOS ANGELES,FA0165365,CA,90026,OW0128633,LASSEN'S HEALTH FOOD,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",1614,LASSEN'S HEALTH FOOD,ACTIVE,PR0153685
DAUMZYHI0,2016-01-06T00:00:00.000,POPEYES CHICKEN,97,A,1,ROUTINE INSPECTION,EE0000176,3050 S LA BREA AVE,LOS ANGELES,FA0028931,CA,90016,OW0003600,B&H FOODS INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,POPEYE'S CHICKEN,ACTIVE,PR0016796
DASNIULVV,2015-10-29T00:00:00.000,LMU,96,A,1,ROUTINE INSPECTION,EE0000117,1 LMU DR #MS 8420,LOS ANGELES,FA0024180,CA,90045,OW0033334,SODEXO AMERICA LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LMU LAIR MARKETPLACE IGNITE,ACTIVE,PR0019032
DAQKED80S,2015-11-05T00:00:00.000,EMC RESTAURANT GROUP LLC,90,A,1,ROUTINE INSPECTION,EE0000699,3500 W 6TH ST STE 101,LOS ANGELES,FA0163115,CA,90020,OW0126785,EMC RESTAURANT GROUP LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,EMC RESTAURANT GROUP LLC,ACTIVE,PR0151290
DA7M657VO,2016-06-07T00:00:00.000,SUSHI-GEN,95,A,1,ROUTINE INSPECTION,EE0000360,422 E 2ND ST,LOS ANGELES,FA0071548,CA,90012,OW0034547,SUSHI-GEN ENTERPRISE INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SUSHI-GEN,ACTIVE,PR0038082
DA3I0MNFD,2016-01-22T00:00:00.000,WI JAMIN CARIBBEAN RESTAURAN,90,A,1,ROUTINE INSPECTION,EE0000871,5103 W PICO BLVD,LOS ANGELES,FA0055181,CA,90019,OW0013993,"GRAY, ANTOINETTE",RESTAURANT (0-30) SEATS HIGH RISK,1632,WI JAMIN CARIBBEAN RESTAURAN,ACTIVE,PR0012189
DA10CXXWM,2018-05-04T00:00:00.000,W HOTEL LOS ANGELES/WESTWOOD,90,A,1,ROUTINE INSPECTION,EE0001048,930 HILGARD AVE,LOS ANGELES,FA0150660,CA,90024-3033,OW0024544,"MINERS LESSEE, LLC",RESTAURANT (31-60) SEATS LOW RISK,1633,W HOTEL LOS ANGELES/WESTWOOD - HIDEOUT BACKYARD BAR,ACTIVE,PR0047677
DAKIY1YYB,2016-11-17T00:00:00.000,VONS MARKET #2268,97,A,1,ROUTINE INSPECTION,EE0000727,1430 S FAIRFAX AVE,LOS ANGELES,FA0054445,CA,90019,OW0038181,THE VONS COMPANIES INC.,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,VONS #2268 MEAT,ACTIVE,PR0035092
DAQ0BC36C,2016-02-25T00:00:00.000,WABA GRILL,91,A,1,ROUTINE INSPECTION,EE0000721,508 E WASHINGTON BLVD,LOS ANGELES,FA0054575,CA,90015,OW0002042,ALCO WABA INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,WABA GRILL,ACTIVE,PR0004437
DA0KO7TKH,2017-10-30T00:00:00.000,RESTAURANTE CENTROAMERICANO2,94,A,1,ROUTINE INSPECTION,EE0000723,1905 8TH AVE,LOS ANGELES,FA0069489,CA,90018,OW0024040,"MEDINA, ANA YENSI",RESTAURANT (31-60) SEATS HIGH RISK,1635,RESTAURANTE CENTROAMERICANO2,ACTIVE,PR0022924
DA70URF4R,2015-07-29T00:00:00.000,EL CARMEN,93,A,1,ROUTINE INSPECTION,EE0000468,8138 W 3RD ST,LOS ANGELES,FA0012157,CA,90048,OW0034494,"SUPERNORMAL PRODUCTS, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,EL CARMEN,ACTIVE,PR0035073
DAYXEK8GA,2016-12-21T00:00:00.000,IL MORO RESTAURANT,98,A,1,ROUTINE INSPECTION,EE0000338,11400 W OLYMPIC BLVD,LOS ANGELES,FA0017966,CA,90064,OW0009547,DE DETO INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,IL MORO RESTAURANT,ACTIVE,PR0013413
DAWLASTN5,2016-01-14T00:00:00.000,GUADALAJARA BUFFET,94,A,1,ROUTINE INSPECTION,EE0000740,3277 E CESAR E. CHAVEZ AVE,LOS ANGELES,FA0171325,CA,90063,OW0178415,JORGE RANGEL CHAVEZ,RESTAURANT (61-150) SEATS HIGH RISK,1638,GUADALAJARA BUFFET,ACTIVE,PR0161386
DAZAVDHYW,2018-07-25T00:00:00.000,COFAX,83,B,1,ROUTINE INSPECTION,EE0000951,440 N FAIRFAX AVE 90036,LOS ANGELES,FA0163316,CA,90036,OW0126948,"J HOWARD III, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,COFAX,ACTIVE,PR0151504
DAMURYAEB,2018-01-11T00:00:00.000,GUCKENHEIMER,98,A,1,ROUTINE INSPECTION,EE0000117,12312 W OLYMPIC BLVD,LOS ANGELES,FA0174369,CA,90025,OW0181052,GUCKENHEIMER SERVICES LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,GUCKENHEIMER,ACTIVE,PR0167268
DAT6VCPZ1,2016-06-13T00:00:00.000,CAFE SEOUL NANDARANG,95,A,1,ROUTINE INSPECTION,EE0000869,3815 W 6TH ST,LOS ANGELES,FA0006953,CA,90020,OW0016238,HONG EUN CHONG INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,CAFE SEOUL NANDARANG,ACTIVE,PR0020642
DAY870XG8,2017-06-13T00:00:00.000,ELLA'S BELIZEAN RESTAURANT,97,A,1,ROUTINE INSPECTION,EE0000905,3957 S WESTERN AVE,LOS ANGELES,FA0061710,CA,90062,OW0009521,DAWSON CARLA,RESTAURANT (0-30) SEATS HIGH RISK,1632,ELLA'S BELIZEAN RESTAURANT,ACTIVE,PR0037164
DAUM0TKMD,2016-07-01T00:00:00.000,EL PROGRESO MEAT MARKET,90,A,1,ROUTINE INSPECTION,EE0001049,5330 E WHITTIER BLVD,LOS ANGELES,FA0224966,CA,90022-4015,OW0229434,FRANCISCO CONTRERAS MOTA,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,EL PROGRESO MEAT MARKET,ACTIVE,PR0180259
DAQX4I7QR,2016-03-01T00:00:00.000,TENRAKU,93,A,1,ROUTINE INSPECTION,EE0001003,4177 W 3RD ST,LOS ANGELES,FA0072026,CA,90020,OW0016323,"HOON & K, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,TENRAKU,INACTIVE,PR0031441
DAOLQ2GAO,2015-08-25T00:00:00.000,CALIFORNIA STEAK AND FRIES,91,A,1,ROUTINE INSPECTION,EE0000176,3745 S LA BREA AVE STE B,LOS ANGELES,FA0059006,CA,90016,OW0001991,ALAMAD JAWAD A,RESTAURANT (0-30) SEATS HIGH RISK,1632,CALIFORNIA STEAK AND FRIES,ACTIVE,PR0006337
DAKMMDNS4,2017-04-19T00:00:00.000,ASHLEY MINI MARKET AND .99 CENTS,98,A,1,ROUTINE INSPECTION,EE0000594,4314 ASCOT AVE,LOS ANGELES,FA0244084,CA,90011,OW0239314,JESUS BARRALES,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,ASHLEY MINI MARKET AND .99 CENTS,ACTIVE,PR0192353
DAURPHUQZ,2017-01-12T00:00:00.000,ANGELINO NEWS,94,A,1,ROUTINE INSPECTION,EE0000633,380 WORLD WY STE T03,LOS ANGELES,FA0170185,CA,90045,OW0125761,"HG MAGIC CONCOURSE TBIT, JV","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,ANGELINO NEWS TICKETING,ACTIVE,PR0160647
DA4FNVKHS,2018-04-13T00:00:00.000,SIMPLY SALAD,91,A,1,ROUTINE INSPECTION,EE0000721,645 W 9TH ST 106,LOS ANGELES,FA0047889,CA,90015,OW0005379,"BT LEWIS ENTERPRISES, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,SIMPLY SALAD,ACTIVE,PR0007434
DAXYZWJLP,2015-08-11T00:00:00.000,SUGAR DONUTS,84,B,1,ROUTINE INSPECTION,EE0000874,809 W VERNON AVE,LOS ANGELES,FA0049440,CA,90037,OW0007550,CHIEU K. NEANG,RESTAURANT (0-30) SEATS HIGH RISK,1632,SUGAR DONUTS,ACTIVE,PR0021353
DAPDUDULO,2015-11-17T00:00:00.000,NAKKARA ON BEVERLY,91,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000726,7669 BEVERLY BLVD,LOS ANGELES,FA0025994,CA,90036,OW0025555,NAKKARA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,NAKKARA ON BEVERLY,ACTIVE,PR0030608
DAKAZLBBW,2016-08-12T00:00:00.000,THE WAFFLE,90,A,1,ROUTINE INSPECTION,EE0000709,6255 W SUNSET BLVD STE #105,LOS ANGELES,FA0051830,CA,90028,OW0035796,"THE WAFFLE, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,THE WAFFLE,ACTIVE,PR0010922
DATWLEBGV,2015-11-21T00:00:00.000,EMERSON KITCHEN,96,A,1,ROUTINE INSPECTION,EE0000828,5960 W SUNSET BLVD,LOS ANGELES,FA0167362,CA,90028,OW0130403,"SODEXO AMERICA, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,"SODEXO AMERICA ,LLC",INACTIVE,PR0157723
DAYDBFZX8,2017-06-22T00:00:00.000,XEL-HA RESTURANT,96,A,1,ROUTINE INSPECTION,EE0000800,4261 S VERMONT AVE,LOS ANGELES,FA0074194,CA,90037,OW0039371,"XEL-HA RESTURANT, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,XEL-HA RESTURANT,ACTIVE,PR0014849
DASR2D1DS,2018-01-03T00:00:00.000,VONS MARKET #2268,96,A,1,ROUTINE INSPECTION,EE0000727,1430 S FAIRFAX AVE,LOS ANGELES,FA0054445,CA,90019,OW0038181,THE VONS COMPANIES INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,VONS #2268 DELI,ACTIVE,PR0045853
DAGR4PL1M,2016-01-22T00:00:00.000,NOODLE PLUS,97,A,1,ROUTINE INSPECTION,EE0000884,3250 W OLYMPIC BLVD STE 309,LOS ANGELES,FA0165259,CA,90006,OW0128534,SU YOUNG KIM,RESTAURANT (0-30) SEATS HIGH RISK,1632,NOODLE PLUS,ACTIVE,PR0153574
DAOR0WQ10,2016-03-17T00:00:00.000,SAHAG'S BASTURMA SANDWICH,91,A,1,ROUTINE INSPECTION,EE0000857,5183 W SUNSET BLVD,LOS ANGELES,FA0031545,CA,90027,OW0035080,"TASHYAN, HARRY",RESTAURANT (0-30) SEATS HIGH RISK,1632,SAHAG'S BASTURMA SANDWICH,ACTIVE,PR0045624
DAONGTRGG,2016-08-25T00:00:00.000,TAQUERIA EL JALAPENO,92,A,1,ROUTINE INSPECTION,EE0000722,4165 BEVERLY BLVD STE K,LOS ANGELES,FA0071885,CA,90004,OW0002345,"ALVARADO, MARCELINO NUNEZ",RESTAURANT (0-30) SEATS HIGH RISK,1632,TAQUERIA EL JALAPENO,INACTIVE,PR0025360
DAPBNCFNJ,2018-04-03T00:00:00.000,CORNER SHOP,94,A,1,ROUTINE INSPECTION,EE0000893,559 N HOOVER ST # 229,LOS ANGELES,FA0251166,CA,90004,OW0245139,MOHAMMAD REZA SAMADI,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,CORNER SHOP,ACTIVE,PR0200279
DAI4WYT0L,2015-07-06T00:00:00.000,BEVERLY DAIRY,98,A,1,ROUTINE INSPECTION,EE0000950,5650 E BEVERLY BLVD,LOS ANGELES,FA0009476,CA,90222,OW0027766,"PARK, HUNG S & MI OK","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,BEVERLY DAIRY,INACTIVE,PR0002270
DA9FQZS3L,2016-01-13T00:00:00.000,STAPLES CENTER (LEVY),96,A,1,ROUTINE INSPECTION,EE0000633,1111 S FIGUEROA ST,LOS ANGELES,FA0006427,CA,90015,OW0021612,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,FOX KITCHEN,ACTIVE,PR0025154
DATLUJAWY,2016-08-29T00:00:00.000,CORAL TREE CAFE,95,A,1,ROUTINE INSPECTION,EE0000924,11645 SAN VICENTE BLVD,LOS ANGELES,FA0009907,CA,90045,OW0002224,"ALLIANCE FOOD, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,CORAL TREE CAFE,ACTIVE,PR0014260
DADI2TP0F,2015-12-22T00:00:00.000,THE FLYIN JALAPENO,93,A,1,ROUTINE INSPECTION,EE0000894,83 WINDWARD AVE,LOS ANGELES,FA0159719,CA,90291,OW0124723,SAB ENTERPRISES,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE FLYIN JALAPENO,INACTIVE,PR0147779
DA000OA5J,2017-06-06T00:00:00.000,PIZZA REV,93,A,1,ROUTINE INSPECTION,EE0000946,3150 WILSHIRE BLVD #114,LOS ANGELES,FA0164574,CA,90010,OW0127910,PIE SQUARED PIZZA LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,PIZZA REV,INACTIVE,PR0152854
DAQGIOGWA,2015-12-17T00:00:00.000,DREAM DINNERS-WEST L A,94,A,1,ROUTINE INSPECTION,EE0000144,11700 NATIONAL BLVD STE #N,LOS ANGELES,FA0061139,CA,90064,OW0022103,LOOK MA I'M WORKING LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DREAM DINNERS-WEST L A,INACTIVE,PR0028452
DAXEIBXJ6,2017-09-25T00:00:00.000,"ISA JAPANESE RESTAURANT(RAMEN, SUSHI & CURRY)",85,B,1,ROUTINE INSPECTION,EE0000723,916 S LA BREA AVE,LOS ANGELES,FA0160285,CA,90036,OW0125258,ISA MOINUDDIN,RESTAURANT (0-30) SEATS HIGH RISK,1632,"ISA JAPANESE RESTAURANT(RAMEN, SUSHI & CURRY)",ACTIVE,PR0148372
DAWMADTVE,2018-02-06T00:00:00.000,THE ORIGINAL BILL'S TACO HSE,91,A,1,ROUTINE INSPECTION,EE0000594,219 E MARTIN LUTHER KING JR BLVD,LOS ANGELES,FA0051644,CA,90011,OW0039135,"WON, SEOK MI",RESTAURANT (0-30) SEATS HIGH RISK,1632,THE ORIGINAL BILL'S TACO HSE,ACTIVE,PR0030492
DACDKB7W8,2016-12-22T00:00:00.000,DOMINO'S PIZZA #7806,93,A,1,ROUTINE INSPECTION,EE0000911,10616 W PICO BLVD,LOS ANGELES,FA0019507,CA,90064,OW0033282,SO CAL DOMINOIDS INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DOMINO'S PIZZA #7806,ACTIVE,PR0032511
DAUCTVIIG,2017-09-19T00:00:00.000,PEET'S COFFEE AND TEA,95,A,1,ROUTINE INSPECTION,EE0000468,175 S FAIRFAX AVE,LOS ANGELES,FA0068501,CA,90048,OW0028121,PEET'S COFFEE & TEA,RESTAURANT (0-30) SEATS LOW RISK,1630,PEET'S COFFEE AND TEA,ACTIVE,PR0008456
DA7WP2KP1,2017-01-30T00:00:00.000,BISTRO ON THE BOULEVARD,92,A,1,ROUTINE INSPECTION,EE0000531,3424 WILSHIRE BLVD,LOS ANGELES,FA0009821,CA,90010,OW0007785,"CHOI, KYONG C",RESTAURANT (31-60) SEATS HIGH RISK,1635,BISTRO ON THE BOULEVARD,INACTIVE,PR0004686
DAVRUTSYW,2018-02-20T00:00:00.000,AMG DON FELIX R,96,A,1,ROUTINE INSPECTION,EE0000946,305 N VIRGIL AVE,LOS ANGELES,FA0019516,CA,90004,OW0099424,"MONTOYA-GOMEZ, ALEJANDRO",RESTAURANT (61-150) SEATS HIGH RISK,1638,AMG DON FELIX RESTAURANT,INACTIVE,PR0034359
DAT9H8ZCT,2018-04-13T00:00:00.000,HOUSING DINING COMMONS,95,A,1,ROUTINE INSPECTION,EE0000557,5300 PASEO RANCHO CASTILLA,LOS ANGELES,FA0159313,CA,90032,OW0124325,"CSULA AUXILIARY SERVICES, INC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,HOUSING DINING COMMONS,ACTIVE,PR0147376
DA7OW7OK6,2016-01-05T00:00:00.000,MCDONALD'S #26929,90,A,1,ROUTINE INSPECTION,EE0000923,5008 N FIGUEROA ST,LOS ANGELES,FA0038664,CA,90042,OW0027092,P. R. PERNECKY MANAGEMENT,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALD'S REST # 26929,ACTIVE,PR0044311
DAUP02GZZ,2017-10-20T00:00:00.000,EL TRI MEAT MARKET,80,B,1,ROUTINE INSPECTION,EE0001049,501 S FETTERLY AVE,LOS ANGELES,FA0251163,CA,90022-1904,OW0245137,FRANKLIN JOHATHAN GONZALEZ,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,EL TRI MEAT MARKET - TOBACCO,ACTIVE,PR0200276
